index,case:concept:name,activity,type,act_str
497,case_231C1,"[0, 1, 2, 7, 0, 5, 6, 7, 0, 3, 4, 7, 0, 5, 6, 7]",C1,"[0, 1, 2, 7, 0, 5, 6, 7, 0, 3, 4, 7, 0, 5, 6, 7]"
407,case_157C1,"[0, 1, 2, 7, 0, 3, 4, 7, 0, 5, 6, 7, 0, 5, 6, 7]",C1,"[0, 1, 2, 7, 0, 3, 4, 7, 0, 5, 6, 7, 0, 5, 6, 7]"
23,case_101C1,"[0, 1, 2, 7, 0, 5, 6, 7, 0, 5, 6, 7]",C1,"[0, 1, 2, 7, 0, 5, 6, 7, 0, 5, 6, 7]"
260,case_12C1,"[0, 1, 2, 7, 0, 3, 4, 7, 0, 3, 4, 7, 0, 3, 4, 7]",C1,"[0, 1, 2, 7, 0, 3, 4, 7, 0, 3, 4, 7, 0, 3, 4, 7]"
501,case_235C1,"[0, 1, 2, 7, 0, 3, 4, 7, 0, 5, 6, 7, 0, 3, 4, 7, 0, 5, 6, 7, 0, 3, 4, 7]",C1,"[0, 1, 2, 7, 0, 3, 4, 7, 0, 5, 6, 7, 0, 3, 4, 7, 0, 5, 6, 7, 0, 3, 4, 7]"
466,case_205C1,"[0, 1, 2, 7, 0, 5, 6, 7, 0, 5, 6, 7, 0, 5, 6, 7]",C1,"[0, 1, 2, 7, 0, 5, 6, 7, 0, 5, 6, 7, 0, 5, 6, 7]"
825,case_75C1,"[0, 1, 2, 7, 0, 5, 6, 7, 0, 5, 6, 7, 0, 3, 4, 7, 0, 5, 6, 7, 0, 5, 6, 7]",C1,"[0, 1, 2, 7, 0, 5, 6, 7, 0, 5, 6, 7, 0, 3, 4, 7, 0, 5, 6, 7, 0, 5, 6, 7]"
527,case_261C1,"[0, 1, 2, 7, 0, 5, 6, 7, 0, 3, 4, 7, 0, 5, 6, 7, 0, 5, 6, 7]",C1,"[0, 1, 2, 7, 0, 5, 6, 7, 0, 3, 4, 7, 0, 5, 6, 7, 0, 5, 6, 7]"
55,case_104C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7]"
742,case_60C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7]"
439,case_186C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7]"
81,case_107C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7]"
221,case_125C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 4, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 4, 5, 6, 7]"
346,case_141C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 4, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 4, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7]"
13,case_100C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7]"
231,case_126C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]"
405,case_154C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7]"
63,case_105C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7]"
245,case_128C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7]"
331,case_13C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 4, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 4, 5, 6, 7]"
191,case_120C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]"
24,case_101C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 3, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 3, 5, 6, 7]"
578,case_31C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7]"
105,case_10C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7]"
251,case_129C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]"
767,case_65C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7]"
532,case_268C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]"
639,case_42C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7, 0, 4, 5, 6, 7, 0, 3, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 4, 5, 6, 7, 0, 2, 5, 6, 7, 0, 4, 5, 6, 7, 0, 3, 5, 6, 7]"
364,case_144C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]"
292,case_134C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7]"
941,case_96C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]"
773,case_66C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 3, 5, 6, 7]"
498,case_231C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]",C2,"[0, 1, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 3, 5, 6, 7, 0, 2, 5, 6, 7, 0, 2, 5, 6, 7]"
748,case_61L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7]"
743,case_60L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7]"
807,case_71L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7]"
762,case_64L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7]"
154,case_115L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7]"
780,case_67L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 7]"
445,case_18L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7]"
923,case_91L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7]"
613,case_37L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7]"
634,case_41L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7]"
583,case_32L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7]"
733,case_59L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7, 2, 3, 4, 5, 6, 7]"
365,case_144L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 0, 1, 2, 3, 4, 5, 6, 7]"
938,case_95L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 7]",L1,"[0, 1, 2, 3, 4, 5, 6, 7, 0, 1, 2, 3, 4, 5, 6, 7, 1, 2, 3, 4, 5, 6, 7]"
